Well,Sample ID,Depth,Quartz,KFeldspar,Plagioclase,Quartzite,Phyllite,MRF undiff,Mafic Metamorphic RF,Shale RF,Siltstone RF,Sandstone RF,Chert,Limestone RF,Silicic Volcanic RF,Feldspathic VRF,Basaltic RF,Volcanic Glass,Plut RF undiff,Undiff ductile lithic,Muscovite,Biotite,Chlorite,Iron Oxide,Tourmaline,TiOx,Zircon,Amphibole,Opaque minerals,Clay mineral matrix,Porelining (tangential) illite,FeOs (porelinung),Quartz cement,Kfeldspar cement,Calcite,Dolomite,Fedolomite,Siderite,FeOs (porefilling),auth TiOx,porefilling Illite (radial and meshwork),Chlorite,Kaolinite,Solid hydrocarbon,Anhydrite,Gypsum,Barite,Halite,Kaolinite rp Kfeldspar,Illite rp Kaolinite,Illite rp Kfeldspar,Dolomite rp Kfeldspar,Calcite rp Kfs,Chlorite rp VRF,Intergranular porosity,Intragranular porosity (Kfeldspar),Intragranular porosity (undifferentiated),Intragranular Fracture Porosity,Porosity (%),log-transformed Permeability (mD),IGV,GTI,GTG,Grain size (mm),Sorting,Q,F,R,COPL (%),CEPL (%),,,,
Buntsandstein C,C_6,2974.48,57.33,5.67,0.00,1.33,0.33,0.00,0.00,2.67,0.33,0.00,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.33,1.00,0.00,3.33,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.67,0.00,0.00,2.61,,29.67,9.80,28.22,0.36,0.60,85.02,8.21,6.76,21.80,22.42,,,,
Buntsandstein C,C_8,2974.83,54.67,5.67,0.00,1.67,0.67,1.33,0.00,1.33,1.00,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.33,1.33,0.00,0.00,0.00,1.33,0.00,0.00,1.67,0.00,0.00,0.33,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,2.23,,32.33,34.18,29.26,0.33,0.50,83.66,8.42,7.92,18.72,25.74,,,,
Buntsandstein C,C_10,2975.09,57.00,8.67,0.00,0.33,0.67,0.67,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,21.67,1.67,0.00,0.67,0.00,0.00,0.00,0.00,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,1.00,0.33,0.00,0.00,2.61,,27.67,40.60,34.70,0.29,0.53,81.52,12.80,5.69,23.96,20.28,,,,
Buntsandstein C,C_20,2975.50,51.00,7.67,0.00,1.33,0.33,1.00,0.00,0.33,1.33,0.33,2.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,24.00,0.67,0.00,2.67,0.00,0.00,0.00,0.00,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.33,0.33,0.00,0.00,1.96,,32.33,19.56,40.20,0.33,0.49,79.70,12.18,8.12,18.72,26.01,,,,
Buntsandstein C,C_25,2975.70,48.67,8.00,0.00,0.67,0.00,1.00,0.00,2.00,2.00,0.00,0.67,6.67,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,16.00,0.33,0.00,9.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.67,0.00,0.00,1.00,0.00,0.00,0.00,1.60,,27.00,28.22,21.92,0.33,0.54,70.48,11.90,17.62,24.66,19.59,,,,
Buntsandstein C,C_30,2975.89,54.33,6.67,0.00,1.00,0.33,0.33,0.00,0.67,1.67,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,27.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,2.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.67,0.00,0.00,1.00,0.33,0.33,0.00,3.07,,31.67,13.60,36.42,0.31,0.48,83.42,10.05,6.53,19.51,24.68,,,,
Buntsandstein C,C_40,2976.50,59.33,8.00,0.00,1.00,1.00,0.00,0.00,2.33,0.33,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.33,1.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,15.67,0.33,0.00,1.67,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.67,0.00,0.67,0.00,2.28,,21.33,26.34,67.22,0.29,0.55,81.53,11.26,7.21,30.08,14.45,,,,
Buntsandstein C,C_50,2976.99,60.33,7.00,0.33,0.33,0.00,0.00,0.00,1.67,0.33,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.67,0.33,0.00,1.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.33,0.67,0.00,0.00,1.00,1.00,0.67,0.00,1.75,,25.33,22.28,25.98,0.36,0.47,84.26,10.65,5.09,26.34,17.92,,,,
Buntsandstein C,C_60,2977.30,49.67,5.33,0.00,0.00,0.00,0.00,0.00,0.33,2.00,0.00,0.33,2.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,12.00,0.33,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.67,0.33,0.00,2.47,,38.00,57.92,12.20,0.35,0.59,82.32,9.39,8.29,11.29,33.41,,,,
Buntsandstein C,C_70,2968.40,54.00,4.33,0.00,0.33,0.00,0.00,0.00,4.00,0.67,0.00,0.67,1.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.67,0.33,0.00,17.33,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.33,0.00,0.00,0.64,,32.00,45.56,14.32,0.34,0.59,82.32,7.07,10.61,19.12,25.88,,,,
Buntsandstein C,C_80,2970.65,49.00,7.33,0.00,0.67,1.00,2.00,0.00,1.67,0.00,1.33,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,30.00,1.67,0.00,0.67,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.33,0.00,0.55,,32.67,13.48,12.00,0.34,0.53,76.02,11.22,12.76,18.32,26.68,,,,
Buntsandstein C,C_90,2977.42,53.67,7.33,0.00,1.00,0.33,0.67,0.00,0.67,1.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,26.33,0.33,0.00,1.33,0.00,1.00,0.33,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,1.00,0.33,0.00,0.00,2.98,,32.67,32.20,18.90,0.29,0.48,83.25,11.68,5.08,18.32,25.87,,,,
Buntsandstein C,C_100,2977.95,53.33,7.00,0.33,1.33,0.67,2.00,0.00,1.67,0.67,1.67,1.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,1.33,0.00,21.00,0.67,0.00,0.67,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,1.00,0.00,0.00,0.67,0.67,0.67,0.00,3.17,,24.67,40.70,61.06,0.27,0.51,77.36,11.32,11.32,26.99,17.52,,,,
Buntsandstein C,C_110,2978.27,50.67,7.00,0.00,0.00,10.00,1.67,0.00,4.33,1.33,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.67,2.33,1.67,0.00,0.00,0.33,0.00,0.33,0.33,0.00,0.00,0.00,2.33,0.00,9.67,0.67,0.00,2.67,0.00,0.33,0.00,0.00,1.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,,15.33,52.24,74.46,0.22,0.68,63.60,9.62,26.78,35.04,9.96,,,,
Buntsandstein C,C_120,2979.48,53.00,5.67,0.00,1.00,0.33,1.33,0.00,0.33,1.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.67,0.67,29.67,0.00,0.00,0.67,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.67,1.00,0.00,3.61,,32.00,13.40,11.00,0.36,0.54,83.51,9.79,6.70,19.12,25.34,,,,
Buntsandstein C,C_130,3149.15,52.33,5.67,0.00,1.33,0.33,1.33,0.00,4.33,1.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.67,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.33,24.33,1.33,0.00,1.33,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.33,0.00,1.94,,28.00,22.74,30.50,0.33,0.47,77.40,9.13,13.46,23.61,21.39,,,,
Buntsandstein C,C_140,2970.65,57.00,6.33,0.00,1.33,1.00,0.33,0.00,0.67,0.67,0.33,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,17.67,1.00,0.00,2.67,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.67,,29.33,41.94,51.22,0.28,0.56,84.13,9.13,6.73,22.17,22.83,,,,
Buntsandstein C,C_150,3149.32,54.33,6.67,0.33,1.00,0.00,0.67,0.00,0.33,0.33,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,27.67,2.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.67,0.67,0.00,0.00,0.33,0.67,0.33,0.00,2.36,,31.00,13.50,9.58,0.33,0.51,84.26,11.17,4.57,20.29,24.44,,,,
Buntsandstein C,C_160,3150.06,55.67,6.33,0.00,1.00,0.33,1.00,0.00,2.00,0.33,0.00,2.00,0.33,0.00,0.00,0.00,0.00,1.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,21.00,1.33,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,1.33,0.00,0.00,0.33,0.00,1.00,0.00,1.95,,25.67,23.08,38.22,0.29,0.64,80.57,10.43,9.00,26.01,18.74,,,,
Buntsandstein C,C_170,3151.09,57.67,9.00,0.00,1.00,3.00,5.33,0.00,1.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,5.67,0.00,6.67,0.00,0.00,1.67,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,,11.67,91.96,80.78,0.21,0.61,71.84,11.43,16.73,37.74,7.26,,,,
Buntsandstein C,C_180,3151.56,48.00,9.67,0.00,1.67,0.67,2.00,0.00,0.00,1.33,0.33,1.33,0.00,0.00,0.00,0.00,0.00,0.67,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,28.67,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,1.81,,31.00,27.52,40.74,0.25,0.49,74.87,15.58,9.55,20.29,24.71,,,,
Buntsandstein C,C_190,3152.05,53.33,12.67,0.00,1.00,0.33,0.67,0.00,0.67,0.33,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,24.00,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.67,0.33,0.00,0.00,0.67,0.67,0.00,0.00,3.52,,26.00,18.08,49.14,0.26,0.49,76.89,18.40,4.72,25.68,18.83,,,,
Buntsandstein C,C_200,2971.10,60.67,6.67,0.00,1.00,2.67,1.67,0.00,1.67,2.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,13.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.00,0.00,0.33,0.00,0.33,0.00,1.75,,17.67,53.32,62.06,0.24,0.59,78.39,9.32,12.29,33.20,11.58,,,,
Buntsandstein C,C_210,2968.82,64.67,5.00,0.00,1.33,1.67,1.67,0.00,0.67,1.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,1.00,0.00,13.33,0.67,0.00,0.00,0.00,0.33,0.00,0.00,4.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.33,0.00,2.19,,20.33,49.72,50.64,0.28,0.50,84.98,6.87,8.15,30.96,13.12,,,,
Buntsandstein C,C_220,2971.39,47.67,2.67,0.33,1.00,13.33,1.00,0.00,5.33,0.33,0.33,1.33,0.00,0.00,0.00,0.00,0.00,0.00,12.33,7.33,1.67,1.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,1.33,0.00,0.67,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,,2.33,97.18,88.72,0.13,0.75,56.81,3.50,39.69,43.69,1.31,,,,
Buntsandstein C,C_230,2972.45,55.67,5.67,0.00,1.00,0.00,1.33,0.00,0.00,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,1.41,,32.33,12.98,4.40,0.38,0.47,86.73,9.18,4.08,18.72,26.28,,,,
Buntsandstein C,C_240,2969.71,61.33,6.67,0.00,1.33,3.33,1.00,0.00,1.00,0.67,0.33,1.33,0.00,0.00,0.00,0.00,0.00,1.67,5.33,0.67,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,12.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,,2.33,95.28,98.26,0.15,0.69,74.60,9.92,15.48,43.69,1.31,,,,
Buntsandstein C,C_250,2973.02,71.00,6.67,0.00,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.67,1.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.67,1.00,8.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,,8.67,57.82,79.98,0.38,0.95,88.11,9.02,2.87,39.78,5.22,,,,
Buntsandstein C,C_260,2973.35,58.33,6.00,0.00,2.00,0.00,0.67,0.00,1.00,1.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,3.67,1.00,13.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,1.33,0.00,0.67,0.00,1.68,,19.67,71.82,66.26,0.17,0.60,81.17,9.42,9.42,31.54,12.55,,,,
Buntsandstein C,C_270,2970.07,49.67,8.33,0.00,0.33,0.33,0.33,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,1.33,1.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.67,1.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.33,2.00,0.00,0.00,2.00,1.67,0.33,0.00,4.03,,32.33,11.30,6.56,0.30,0.71,79.79,15.43,4.79,18.72,24.66,,,,
Buntsandstein C,C_280,2973.73,67.67,8.33,0.00,1.33,1.67,1.33,0.00,1.67,0.33,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.67,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,,2.33,89.84,88.96,0.24,0.89,80.54,9.73,9.73,43.69,1.31,,,,
Buntsandstein C,C_290,2973.98,62.67,6.00,0.00,2.00,0.00,0.00,0.00,0.00,0.33,0.67,2.33,0.00,0.00,0.00,0.00,0.00,1.33,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,2.33,19.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.67,0.00,1.00,0.00,0.73,,20.00,22.26,40.30,0.27,0.80,85.46,9.69,4.85,31.25,13.29,,,,
Buntsandstein D,KG002,707.45,50.33,9.33,0.00,0.00,0.33,2.33,0.00,0.67,0.33,0.33,3.67,0.00,0.00,0.00,0.00,0.00,0.33,8.67,0.33,0.00,0.00,1.00,0.00,0.33,0.00,0.00,0.00,1.00,5.67,0.33,3.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,7.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.00,6.27,-4.0000,16.33,71.60,68.40,0.127,0.48,65.94,12.66,21.40,34.26,8.55,,,,
Buntsandstein D,KG004,702.90,42.33,13.67,0.00,0.67,0.67,1.00,0.00,0.00,1.33,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.33,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,3.67,9.33,0.67,1.67,5.00,0.00,3.33,0.00,0.00,1.00,1.33,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.67,0.00,0.00,0.00,2.67,0.33,0.33,0.00,12.54,-1.9875,24.00,61.00,41.02,0.154,0.49,67.89,22.11,10.00,27.63,12.79,,,,
Buntsandstein D,KG006,697.65,46.33,11.67,0.00,1.00,1.00,1.00,0.00,0.00,3.33,3.33,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,9.33,0.00,1.67,3.67,0.00,0.67,0.00,0.00,0.67,2.00,4.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,4.33,0.33,0.33,0.33,11.66,-2.1961,17.67,63.60,49.00,0.170,0.54,67.62,16.67,15.71,33.20,8.91,,,,
Buntsandstein D,KG008,692.70,46.00,14.00,0.00,0.33,0.67,0.67,0.00,0.00,1.00,1.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,2.00,2.67,0.00,5.00,0.00,0.00,0.33,0.67,8.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,6.00,0.33,0.00,0.00,14.01,-0.8379,25.33,58.00,33.80,0.213,0.44,69.15,20.90,9.95,26.34,14.24,,,,
Buntsandstein D,KG010,687.85,38.33,12.67,0.00,1.67,1.67,1.67,0.00,1.67,3.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,11.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,12.67,2.00,1.33,2.33,0.00,1.67,0.00,0.00,0.67,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,4.33,-4.0000,10.67,82.30,75.20,0.132,0.42,53.10,16.81,30.09,38.43,5.34,,,,
Buntsandstein D,KG012,683.90,45.33,12.00,0.00,0.33,0.00,0.67,0.00,0.00,0.33,1.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,1.67,1.00,19.00,2.00,0.00,8.67,0.00,0.00,0.00,0.67,0.67,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.67,1.33,0.00,0.00,1.00,0.00,0.00,0.00,5.80,-1.7326,34.33,13.00,9.70,0.443,0.53,74.46,19.57,5.98,16.24,27.92,,,,
Buntsandstein D,KG014,676.90,51.33,12.00,0.00,1.00,1.00,2.67,0.00,1.67,2.33,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,5.67,1.33,0.00,2.67,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,2.67,0.33,0.00,0.00,9.73,-2.3246,10.67,63.40,64.90,0.247,0.42,63.82,14.63,21.54,38.43,4.93,,,,
Buntsandstein D,KG016,672.90,51.67,14.00,0.00,2.00,3.33,4.00,0.00,0.00,2.00,1.33,1.33,0.00,0.00,0.00,0.00,0.00,0.33,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.33,0.00,0.00,0.67,0.00,0.00,0.33,2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,1.67,0.00,0.00,0.00,12.06,-1.7546,10.00,84.50,67.30,0.250,0.64,64.92,17.34,17.74,38.89,5.09,,,,
Buntsandstein D,KG018,668.15,50.33,10.67,0.00,0.00,0.33,1.00,0.00,0.67,1.67,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.67,3.00,0.33,0.00,0.00,0.00,0.00,0.00,1.00,2.67,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.67,0.00,0.00,0.00,3.00,0.00,0.00,0.00,13.23,-2.0441,17.00,83.20,80.90,0.184,0.44,67.41,14.73,17.86,33.73,9.28,,,,
Buntsandstein D,KG020,660.30,43.33,11.33,0.00,0.33,0.33,1.00,0.00,0.00,0.67,4.00,6.33,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,21.67,2.00,0.00,0.00,0.00,0.00,2.67,1.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.67,0.33,0.33,0.00,9.51,-1.4889,31.00,11.20,23.00,0.520,0.50,64.22,17.16,18.63,20.29,24.18,,,,
Buntsandstein D,KG022,655.60,64.00,3.67,0.00,0.00,1.33,1.67,0.00,0.00,0.33,2.33,6.67,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,1.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,5.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.33,0.33,0.33,0.00,8.75,-2.0530,11.00,68.60,77.10,0.511,0.57,78.05,4.47,17.48,38.20,4.12,,,,
Buntsandstein D,KG024,651.40,49.67,3.67,0.00,0.67,0.33,1.33,0.00,0.33,0.33,2.33,6.00,0.00,0.00,0.00,0.00,0.00,0.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.67,0.33,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,14.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,6.00,0.00,1.00,0.00,8.32,-2.7517,22.00,70.80,82.00,0.201,0.54,73.66,5.85,20.49,29.49,11.28,,,,
Buntsandstein D,KG026,645.70,58.33,5.00,0.00,0.33,0.33,1.00,0.00,0.00,1.00,2.67,9.67,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,3.67,1.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.67,5.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,8.00,0.00,0.33,0.00,11.29,-1.7762,16.00,84.80,69.80,0.299,0.66,73.95,6.30,19.75,34.52,5.24,,,,
